nmi,quality_method,meter_number,date,unit_of_measure,tariff_description,00:00-00:30,00:30-01:00,01:00-01:30,01:30-02:00,02:00-02:30,02:30-03:00,03:00-03:30,03:30-04:00,04:00-04:30,04:30-05:00,05:00-05:30,05:30-06:00,06:00-06:30,06:30-07:00,07:00-07:30,07:30-08:00,08:00-08:30,08:30-09:00,09:00-09:30,09:30-10:00,10:00-10:30,10:30-11:00,11:00-11:30,11:30-12:00,12:00-12:30,12:30-13:00,13:00-13:30,13:30-14:00,14:00-14:30,14:30-15:00,15:00-15:30,15:30-16:00,16:00-16:30,16:30-17:00,17:00-17:30,17:30-18:00,18:00-18:30,18:30-19:00,19:00-19:30,19:30-20:00,20:00-20:30,20:30-21:00,21:00-21:30,21:30-22:00,22:00-22:30,22:30-23:00,23:00-23:30,23:30-00:00
6203808917,Actual,DZ114328,10/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.125,0.088,2.975,2.875,0.550,1.388,1.163,1.213,1.425,1.750,1.638,1.963,1.613,0.788,0.613,0.238,0.013,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,11/09/2025,kWh,consumption,1.250,1.250,1.250,1.250,0.275,0.275,0.263,0.275,0.263,0.275,0.263,1.438,3.775,3.863,3.650,3.225,2.163,0.763,1.288,0.613,1.100,0.713,0.750,0.288,1.225,0.025,1.175,0.013,0.025,1.663,0.013,0.250,0.075,0.213,0.938,1.175,1.288,1.263,0.550,0.913,1.438,1.325,1.175,1.725,2.150,1.613,1.263,1.263
6203808917,Actual,DZ114328,11/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.013,0.000,0.025,0.013,0.013,0.025,0.013,0.013,0.000,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,12/09/2025,kWh,consumption,1.250,1.225,1.213,1.213,0.263,0.263,0.263,0.263,0.250,0.250,0.375,1.213,2.963,3.663,3.050,3.150,2.875,1.688,1.138,0.963,0.300,0.500,1.425,1.225,0.863,1.013,0.038,0.025,0.013,0.000,0.013,0.000,0.013,0.000,0.013,0.000,0.000,0.013,0.800,0.750,1.275,1.288,1.125,1.350,1.375,1.750,1.350,1.275
6203808917,Actual,DZ114328,12/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.038,0.050,0.000,0.013,0.013,0.013,0.550,0.100,0.138,0.013,0.013,0.000,0.013,0.000,0.000,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,13/09/2025,kWh,consumption,1.763,2.238,1.425,1.175,0.263,0.250,0.250,0.238,0.250,0.313,0.263,0.250,2.000,1.975,1.800,1.563,2.263,1.450,0.288,0.375,0.763,1.088,0.275,0.138,0.013,0.000,0.013,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000,1.350,1.463,1.263,1.250,1.625,1.263
6203808917,Actual,DZ114328,13/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.025,0.000,0.000,0.000,0.088,0.350,0.425,0.888,0.763,0.875,1.513,1.638,0.950,0.150,0.013,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,14/09/2025,kWh,consumption,1.250,1.263,1.263,1.238,0.288,0.288,0.275,0.288,0.275,0.275,0.275,0.275,2.013,1.988,1.813,1.213,1.450,0.825,1.000,0.388,0.450,0.213,0.050,0.038,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.013,0.000,0.013,0.013,0.850,1.413,1.813,0.963,0.888,1.600,1.400,1.400,1.375,1.600,1.213
6203808917,Actual,DZ114328,14/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.013,0.013,0.025,0.025,0.738,2.775,4.075,3.975,3.638,3.125,2.575,0.425,0.025,0.013,0.013,0.013,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,15/09/2025,kWh,consumption,1.375,1.175,1.163,1.163,0.263,0.263,0.263,0.263,0.250,0.263,0.263,1.225,2.963,2.938,2.675,2.313,1.600,1.488,0.763,0.500,0.563,0.100,0.013,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.013,0.000,0.025,0.425,1.275,1.325,1.263,1.275,1.300
6203808917,Actual,DZ114328,15/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.013,0.063,0.988,1.538,1.963,3.738,3.738,3.575,1.413,3.213,2.838,2.200,1.125,0.425,0.263,0.013,0.000,0.000,0.000,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,16/09/2025,kWh,consumption,0.325,0.275,0.263,0.263,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.238,2.150,2.000,1.838,2.588,1.975,0.150,0.050,0.013,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000,0.000,0.013,0.013,0.313,1.363,2.075,1.725,1.475,1.300
6203808917,Actual,DZ114328,16/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.263,2.450,3.188,3.850,3.713,2.425,3.963,1.313,3.088,2.313,1.613,0.738,0.013,0.000,0.000,0.013,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,17/09/2025,kWh,consumption,1.275,1.263,1.275,1.263,0.288,0.288,0.275,0.288,0.275,0.263,0.263,1.213,2.925,2.888,3.063,2.475,1.675,0.325,0.025,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000,0.000,0.013,0.313,1.238,1.263,1.263,1.350,1.763
6203808917,Actual,DZ114328,17/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.025,0.388,0.338,2.663,3.413,2.738,2.100,4.225,1.338,2.400,1.400,3.063,1.838,1.838,1.300,0.513,0.125,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,18/09/2025,kWh,consumption,1.738,1.588,1.250,1.275,1.675,1.663,1.350,1.388,1.363,1.338,1.325,1.350,3.200,2.950,3.425,3.038,1.950,0.038,0.025,0.000,0.000,0.000,0.025,0.025,0.013,0.063,0.013,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.013,0.000,0.013,0.000,0.013,0.013,0.000,0.025,0.400,1.700,2.688,1.963,1.838,1.325
6203808917,Actual,DZ114328,18/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.025,0.013,0.563,1.100,1.188,0.888,1.150,0.913,2.463,2.650,2.750,1.588,1.025,1.475,0.438,0.150,0.000,0.013,0.000,0.000,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,19/09/2025,kWh,consumption,1.263,1.250,1.263,1.313,0.338,0.350,0.350,0.350,0.338,0.350,0.350,1.288,3.063,3.025,2.900,3.413,2.713,0.525,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000,0.000,0.000,1.200,2.425,2.250,2.513,1.738,1.538
6203808917,Actual,DZ114328,19/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.250,0.425,1.588,2.375,2.138,3.163,2.950,3.813,4.213,4.075,3.863,1.288,1.538,2.288,1.325,0.500,0.138,0.013,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,20/09/2025,kWh,consumption,1.300,1.288,1.275,1.275,0.313,0.313,0.338,0.350,0.325,0.313,0.313,0.313,0.300,0.225,0.550,0.238,0.225,0.238,5.600,2.863,0.025,0.000,0.000,0.000,0.663,0.000,0.000,0.100,1.975,3.188,2.200,2.338,2.250,3.450,4.775,4.838,5.013,4.250,1.500,1.800,1.600,1.375,1.363,1.363,1.363,1.363,1.313,2.013
6203808917,Actual,DZ114328,20/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.038,0.050,0.000,0.013,0.263,1.525,1.475,1.475,0.388,2.663,2.000,2.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,21/09/2025,kWh,consumption,1.238,1.238,1.238,1.225,0.288,0.288,0.588,1.863,1.825,1.813,1.788,2.013,5.888,5.775,2.388,0.700,0.813,0.913,0.913,0.838,0.638,0.650,0.400,0.250,0.375,0.075,0.400,0.063,2.100,1.200,0.013,0.000,0.013,0.013,0.000,0.000,1.700,1.363,1.313,0.950,0.700,0.775,1.500,2.013,1.488,1.488,1.338,1.788
6203808917,Actual,DZ114328,21/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.025,0.000,0.000,0.013,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,22/09/2025,kWh,consumption,1.738,2.238,1.413,1.900,0.700,0.688,0.688,0.675,0.675,0.663,0.675,1.838,4.063,1.475,1.150,1.175,0.325,0.025,0.138,0.025,0.025,0.025,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.013,0.000,0.013,0.350,1.413,2.425,3.000,2.213,1.463
6203808917,Actual,DZ114328,22/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.025,0.050,0.388,0.375,0.388,1.263,3.538,3.238,2.988,3.650,4.088,4.088,3.600,3.013,2.388,1.250,0.650,0.013,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,23/09/2025,kWh,consumption,1.188,1.188,1.188,1.200,0.238,0.250,0.238,0.238,0.238,0.238,0.238,1.625,1.813,1.988,1.688,1.075,0.175,0.050,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.013,0.013,0.288,1.825,2.113,1.225,1.250,1.263
6203808917,Actual,DZ114328,23/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.050,0.550,2.588,2.925,3.050,2.263,2.675,2.013,2.425,2.725,2.563,2.725,1.500,1.400,1.988,0.588,0.363,0.025,0.000,0.013,0.000,0.000,0.013,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,24/09/2025,kWh,consumption,1.250,1.238,1.250,1.313,0.350,0.338,0.288,0.300,0.288,0.300,0.288,1.325,5.825,6.475,6.100,1.700,0.138,0.013,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000,0.013,0.013,0.013,0.363,1.300,1.325,1.300,1.388,1.325
6203808917,Actual,DZ114328,24/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.588,1.650,2.600,2.138,0.838,2.025,1.563,0.150,0.013,0.000,0.013,0.000,0.013,0.000,0.013,0.000,0.000,0.013,0.000,0.013,0.000,0.000,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,25/09/2025,kWh,consumption,1.825,2.300,1.338,1.275,0.263,0.275,1.213,1.213,1.225,1.200,1.213,1.450,1.200,1.113,1.488,1.900,1.250,0.088,0.013,0.000,0.013,0.000,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.013,1.000,1.663,2.113,1.213,1.563,1.700
6203808917,Actual,DZ114328,25/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.013,0.013,0.000,0.013,0.000,0.013,0.000,0.763,0.800,0.575,0.463,0.613,1.150,1.163,1.025,0.525,0.213,0.013,0.013,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,26/09/2025,kWh,consumption,1.725,1.513,1.225,1.213,0.263,0.250,0.263,0.263,0.263,0.238,0.250,1.200,5.675,2.163,0.975,0.888,0.750,0.025,0.025,0.013,0.013,0.000,0.000,0.000,0.025,2.513,1.138,0.638,0.025,0.025,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.025,0.025,0.613,1.700,1.350,1.300,1.275,1.275,1.188,0.900,0.450
6203808917,Actual,DZ114328,26/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.013,0.013,0.013,0.000,0.850,0.313,0.238,0.000,0.000,0.000,0.125,0.863,1.450,0.650,0.088,0.013,0.000,0.000,0.013,0.025,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,27/09/2025,kWh,consumption,0.550,0.875,0.750,0.838,1.063,1.550,1.788,1.788,1.700,1.425,1.375,1.363,3.888,1.150,0.825,0.500,0.213,0.038,0.025,0.038,0.525,0.150,0.250,0.100,0.175,0.163,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.013,0.413,0.013,0.000,0.000,0.013,1.800,2.163,1.638,1.250,1.225,1.213
6203808917,Actual,DZ114328,27/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.050,0.150,0.175,0.313,0.338,0.988,2.425,3.150,2.300,2.500,2.850,2.975,2.825,1.550,1.000,0.363,0.013,0.013,0.000,0.025,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,28/09/2025,kWh,consumption,1.238,1.250,1.225,1.238,0.288,0.263,0.250,0.263,0.225,0.225,0.238,0.238,2.363,0.013,0.013,0.000,0.425,0.138,0.075,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.375,2.838,1.788,0.013,0.000,0.000,0.025,2.175,2.238,1.750,1.250,1.238,1.238
6203808917,Actual,DZ114328,28/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.013,0.000,0.013,0.200,1.463,1.100,0.950,1.413,1.025,2.075,3.063,1.825,1.613,2.013,2.488,1.825,1.800,0.750,0.288,0.025,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,29/09/2025,kWh,consumption,1.263,1.263,1.275,1.300,0.975,1.238,1.188,1.188,1.238,1.213,1.175,1.175,5.763,5.425,5.013,4.775,1.038,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.013,0.000,0.000,0.013,0.000,0.000,0.013,0.000,0.738,1.263,1.400,0.375,0.313,0.313
6203808917,Actual,DZ114328,29/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.150,0.488,0.963,2.838,4.375,4.413,4.400,3.963,3.888,4.138,3.938,3.575,2.950,0.538,0.000,0.013,0.013,0.000,0.013,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,30/09/2025,kWh,consumption,0.300,0.300,0.288,0.275,0.263,0.250,0.263,0.238,0.238,0.250,0.238,1.188,5.838,5.688,5.638,6.488,6.188,0.575,0.013,0.000,0.025,0.125,0.838,0.200,0.425,0.013,0.000,0.000,0.000,0.000,0.000,0.163,0.150,0.000,0.013,0.000,0.000,0.000,0.013,0.000,0.000,0.025,0.563,1.338,1.575,1.650,1.525,1.513
6203808917,Actual,DZ114328,30/09/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.413,0.075,0.075,0.000,0.013,0.000,0.150,1.725,1.763,2.588,2.288,1.075,1.200,1.863,0.788,0.325,0.075,0.000,0.013,0.000,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,01/10/2025,kWh,consumption,2.138,1.588,0.950,0.263,1.113,1.163,1.163,1.163,1.150,1.150,1.138,1.738,5.788,5.625,4.525,0.725,0.213,0.025,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.013,0.788,1.300,1.350,1.425,2.250,1.638
6203808917,Actual,DZ114328,01/10/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.075,0.025,0.750,2.163,1.225,1.713,1.075,1.125,1.075,1.000,3.550,2.400,2.350,1.738,2.038,0.913,1.125,0.400,0.025,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,02/10/2025,kWh,consumption,1.650,1.438,1.263,1.200,0.225,0.225,0.225,0.225,0.225,0.200,0.213,1.163,5.588,5.463,5.888,3.100,0.063,0.025,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000,1.000,2.438,2.100,1.663,2.013,1.475
6203808917,Actual,DZ114328,02/10/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.138,1.050,1.675,2.725,1.563,1.388,1.663,1.225,0.863,0.950,0.875,1.300,1.713,1.075,0.750,0.813,0.475,0.088,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,03/10/2025,kWh,consumption,1.188,1.250,1.213,1.213,0.250,0.250,0.225,0.238,0.213,0.225,0.200,1.163,5.938,5.513,5.025,2.863,0.338,0.038,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.513,0.013,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.013,0.013,0.013,0.800,0.838,0.600,1.550,1.388,1.213
6203808917,Actual,DZ114328,03/10/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.075,0.625,1.338,2.988,3.250,2.113,3.400,1.350,1.400,0.825,1.338,1.763,2.000,0.013,0.063,0.225,0.013,0.250,0.113,0.000,0.013,0.000,0.013,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,04/10/2025,kWh,consumption,1.225,1.175,1.163,1.163,0.238,0.250,0.275,0.238,0.238,0.225,0.225,0.225,4.775,1.075,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.088,0.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.013,0.013,1.775,0.013,0.000,0.000,0.025,1.500,1.513,1.488,1.500,1.700,1.613
6203808917,Actual,DZ114328,04/10/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.013,0.000,0.963,1.588,2.375,2.700,3.413,3.388,3.113,2.975,3.375,3.775,3.075,2.813,2.338,1.913,1.325,0.450,0.300,0.013,0.025,0.000,0.000,0.000,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,05/10/2025,kWh,consumption,1.175,0.713,0.738,0.488,0.425,0.400,0.413,0.400,0.375,0.350,4.938,1.525,0.338,0.150,0.713,1.100,0.150,0.013,0.050,0.013,0.013,0.025,0.050,0.013,0.000,0.000,0.013,0.013,0.000,0.013,0.000,0.013,2.163,2.363,0.813,0.000,0.000,0.013,0.013,0.300,1.413,1.363,0.800,0.400,0.338,0.338,0.338,0.388
6203808917,Actual,DZ114328,05/10/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.013,0.013,0.013,0.000,0.013,0.013,0.000,0.013,0.013,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,06/10/2025,kWh,consumption,0.338,0.313,0.313,0.313,0.300,0.300,0.300,0.288,0.300,1.213,3.138,1.225,1.150,2.175,1.563,1.050,0.825,0.213,0.150,0.050,0.013,0.063,0.038,0.050,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.013,0.000,0.013,0.000,0.000,0.875,1.850,2.425,1.975,1.313,1.825,1.275,1.275
6203808917,Actual,DZ114328,06/10/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.038,0.175,0.013,0.063,0.050,0.038,0.038,1.113,1.850,2.363,2.125,1.750,1.400,0.913,1.075,0.425,0.013,0.013,0.013,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,07/10/2025,kWh,consumption,1.300,1.263,0.275,0.275,0.250,0.250,0.238,0.250,0.238,1.200,5.650,5.825,5.588,5.450,5.363,0.413,0.038,0.025,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000,0.300,1.263,1.213,1.213,1.225,1.225,1.288,1.325
6203808917,Actual,DZ114328,07/10/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.013,1.000,1.913,2.350,2.913,3.525,3.263,3.613,4.338,3.950,3.275,3.213,2.638,2.663,2.350,2.138,1.300,0.513,0.000,0.013,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,08/10/2025,kWh,consumption,1.313,1.313,1.250,1.275,1.413,1.638,2.200,2.088,1.950,1.950,2.025,2.025,1.600,0.875,0.588,0.088,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.150,1.200,1.213,1.200,2.075,1.413,1.225,1.238
6203808917,Actual,DZ114328,08/10/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.025,0.588,2.563,1.975,3.088,3.488,3.225,2.300,2.388,2.063,1.913,2.088,1.163,1.175,1.563,0.875,0.875,0.450,0.413,0.038,0.000,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,09/10/2025,kWh,consumption,1.225,1.200,0.263,0.263,0.250,0.263,0.250,0.663,1.275,1.275,5.800,5.850,5.713,5.963,5.988,3.800,2.663,2.025,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.213,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.225,1.163,1.163,1.163,1.638,1.263,1.275,1.213
6203808917,Actual,DZ114328,09/10/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.388,2.463,3.088,3.075,2.263,1.825,3.425,1.700,2.513,3.338,3.188,2.913,1.250,0.163,0.438,0.638,0.063,0.000,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6203808917,Actual,DZ114328,10/10/2025,kWh,consumption,0.238,0.238,0.225,0.263,0.238,0.225,0.213,0.275,0.313,0.900,4.725,4.800,1.900,0.213,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.350,2.038,1.225,1.350,1.600,1.675,1.625,1.338
6203808917,Actual,DZ114328,10/10/2025,kWh,generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.013,1.638,2.713,3.013,2.588,2.613,2.088,1.400,1.588,1.675,2.075,2.463,1.450,2.088,2.213,1.975,1.125,1.588,1.413,0.838,0.138,0.013,0.013,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
